,accommodates,bedrooms,bathrooms,beds,price,minimum_nights,maximum_nights,number_of_reviews
503,4,2.0,1.0,3.0,$703.00,4,14,5
504,4,2.0,1.0,2.0,"$1,399.00",4,1125,16
505,3,1.0,1.0,1.0,$998.00,15,1125,5
506,2,1.0,1.0,1.0,$558.00,2,14,188
507,5,3.0,2.0,5.0,$952.00,3,14,9
508,2,2.0,1.0,2.0,$302.00,2,32,30
509,4,2.0,1.0,2.0,"$1,110.00",2,20,43
510,4,1.0,1.0,1.0,$978.00,1,21,28
511,7,4.0,1.5,7.0,$821.00,5,21,5
512,2,1.0,1.0,1.0,$598.00,10,1125,27
513,4,1.0,1.0,3.0,$703.00,5,31,11
514,2,1.0,1.0,2.0,$998.00,3,5,17
515,4,2.0,1.0,2.0,$598.00,7,1125,6
516,5,3.0,1.0,5.0,"$1,399.00",4,1125,47
517,4,2.0,1.0,1.0,$598.00,3,1125,7
518,2,1.0,1.0,1.0,$499.00,1,30,21
519,2,1.0,1.0,1.0,$703.00,3,1124,38
520,4,2.0,1.0,4.0,$525.00,5,10,50
521,5,3.0,2.0,3.0,"$1,852.00",4,14,1
522,4,2.0,1.0,4.0,$972.00,3,1125,8
523,3,1.0,1.0,1.0,$749.00,1,1125,0
524,1,1.0,2.0,1.0,$401.00,3,600,304
525,2,1.0,1.0,1.0,$598.00,1,1125,5
526,4,1.0,1.0,1.0,$598.00,2,30,117
527,6,4.0,1.0,4.0,$801.00,2,14,0
528,2,1.0,1.0,1.0,$847.00,4,1095,7
529,4,2.0,1.0,2.0,$578.00,2,30,161
530,4,1.0,1.0,2.0,$473.00,4,8,83
531,2,1.0,1.0,1.0,$348.00,3,30,239
532,4,2.0,1.0,2.0,$749.00,2,21,16
533,5,3.0,1.0,3.0,$998.00,5,45,22
534,3,2.0,1.0,2.0,"$1,051.00",5,22,1
535,3,1.0,1.0,2.0,$703.00,2,5,10
536,4,2.0,1.0,2.0,$913.00,2,90,46
537,3,1.0,1.0,2.0,$801.00,4,25,93
538,2,1.0,1.0,2.0,$453.00,4,365,71
539,8,5.0,2.0,5.0,"$1,392.00",3,1125,2
540,3,1.0,1.0,1.0,$598.00,4,60,7
541,4,2.0,2.0,4.0,$749.00,5,21,11
542,2,1.0,1.0,1.0,$749.00,4,14,0
543,6,3.0,1.0,3.0,"$2,003.00",3,4,51
544,6,3.0,1.0,3.0,$998.00,3,21,3
545,5,4.0,2.0,4.0,"$1,300.00",4,5,18
546,4,2.0,1.0,2.0,$690.00,3,21,0
547,5,2.0,1.0,3.0,"$1,497.00",1,1125,36
548,4,1.0,1.0,1.0,$847.00,3,7,9
549,3,1.0,1.0,1.0,$591.00,5,21,29
550,2,1.0,1.0,1.0,$387.00,3,14,253
551,4,2.0,1.0,2.0,$690.00,2,1125,35
552,4,2.0,1.0,2.0,"$1,202.00",7,365,11
553,2,1.0,1.0,1.0,$998.00,3,8,2
554,3,1.0,1.0,1.0,$552.00,3,30,4
555,1,1.0,1.0,1.0,$683.00,1,20,31
556,4,2.0,1.0,1.0,"$1,202.00",4,1125,7
557,4,2.0,1.0,3.0,$900.00,5,1125,6
558,6,3.0,1.0,6.0,"$1,300.00",6,30,57
559,2,1.0,1.0,1.0,"$1,300.00",3,30,19
560,2,1.0,0.0,1.0,$289.00,7,31,19
561,2,1.0,1.0,1.0,$906.00,4,35,79
562,2,1.0,1.0,1.0,$486.00,3,10,90
563,4,2.0,1.0,2.0,$893.00,4,365,58
564,2,1.0,1.0,1.0,$749.00,2,1125,8
565,4,1.0,1.0,4.0,"$1,149.00",5,60,22
566,2,1.0,1.0,1.0,$584.00,3,14,64
567,4,1.0,1.0,2.0,"$1,051.00",1,58,330
568,3,2.0,1.0,3.0,$952.00,4,30,96
569,6,2.0,1.0,4.0,"$1,701.00",1,15,40
570,4,2.0,1.0,3.0,$598.00,3,30,67
571,6,4.0,2.0,4.0,$847.00,2,30,26
572,3,1.0,1.0,3.0,$749.00,3,30,28
573,2,1.0,1.0,1.0,$302.00,7,42,12
574,2,1.0,1.0,2.0,$703.00,4,50,92
575,2,1.0,1.0,1.0,$703.00,3,1125,37
576,6,4.0,2.0,6.0,"$1,780.00",14,1125,38
577,4,2.0,1.0,4.0,$499.00,120,150,4
578,4,1.0,1.0,2.0,$427.00,5,30,13
579,2,1.0,1.0,3.0,"$1,051.00",5,21,36
580,1,1.0,1.0,1.0,$302.00,5,21,91
581,4,2.0,1.0,2.0,$998.00,5,552,88
582,2,1.0,1.0,1.0,$598.00,4,1125,83
583,5,3.0,1.0,3.0,$670.00,6,14,3
584,3,1.0,1.0,1.0,$598.00,1,40,97
585,4,2.0,1.0,4.0,"$3,999.00",7,50,13
586,2,1.0,1.0,1.0,$598.00,2,4,3
587,2,1.0,1.0,1.0,$900.00,3,365,8
588,6,3.0,1.0,3.0,$952.00,3,15,29
589,5,3.0,1.0,3.0,$801.00,3,1125,38
590,7,3.0,1.5,7.0,"$1,248.00",3,1125,0
591,2,1.0,1.0,1.0,$302.00,2,21,8
592,2,1.0,1.0,1.0,$952.00,3,30,45
593,1,1.0,1.0,1.0,$387.00,5,30,87
594,4,2.0,1.5,3.0,$900.00,7,20,3
595,3,1.0,1.0,3.0,$650.00,3,12,14
596,5,2.0,1.0,2.0,$893.00,5,1125,1
597,6,3.0,2.0,4.0,"$1,451.00",5,30,11
598,5,3.0,1.0,5.0,"$1,399.00",5,365,0
599,4,1.0,1.0,1.0,$473.00,1,1125,15
600,2,1.0,1.0,1.0,"$1,044.00",6,1125,9
601,2,1.0,1.0,1.0,$749.00,2,10,5
602,2,1.0,1.0,1.0,$952.00,4,1125,38
603,2,1.0,1.0,2.0,$499.00,2,14,5
604,2,0.0,1.0,2.0,$670.00,3,365,18
605,2,1.0,1.0,1.0,$703.00,2,4,40
606,2,1.0,1.0,1.0,$486.00,1,30,40
607,2,1.0,1.0,1.0,$650.00,1,1125,1
608,4,2.0,1.0,3.0,"$1,589.00",4,730,81
609,2,1.0,1.0,2.0,$460.00,4,60,10
610,4,2.0,1.0,2.0,$893.00,3,60,10
611,6,3.0,1.0,6.0,"$1,300.00",4,365,27
612,4,1.0,1.0,2.0,"$1,195.00",1,60,260
613,3,1.0,1.0,1.0,$801.00,2,1125,10
614,5,2.0,1.0,4.0,$873.00,3,40,3
615,3,2.0,1.0,2.0,$749.00,2,7,36
616,4,1.0,1.0,2.0,$749.00,2,1125,83
617,5,4.0,1.0,3.0,"$1,714.00",3,30,38
618,2,1.0,1.0,1.0,$650.00,2,180,2
619,2,1.0,1.0,1.0,$703.00,2,365,8
620,2,1.0,1.0,1.0,$598.00,2,365,33
621,2,1.0,1.0,2.0,$703.00,2,1125,14
622,4,2.0,1.0,2.0,"$1,149.00",3,14,3
623,4,1.0,1.0,1.0,$650.00,4,1125,65
624,3,1.0,1.0,2.0,$552.00,4,21,4
625,1,1.0,1.0,1.0,$355.00,1,31,85
626,5,3.0,1.0,3.0,"$1,195.00",2,30,67
627,3,2.0,1.0,2.0,"$1,103.00",3,1125,3
628,3,1.0,1.0,1.0,$348.00,1,5,55
629,2,1.0,1.0,2.0,$900.00,5,1125,8
630,6,2.0,1.0,5.0,$709.00,3,1125,9
631,2,1.0,1.0,1.0,$867.00,3,30,103
632,4,2.0,1.0,2.0,$998.00,4,30,23
633,4,2.0,1.5,2.0,"$1,399.00",5,12,1
634,4,3.0,1.5,5.0,$932.00,6,365,9
635,6,3.0,1.5,6.0,"$1,799.00",4,28,40
636,6,4.0,1.0,4.0,"$1,458.00",3,30,34
637,5,2.0,1.0,5.0,"$1,084.00",6,1124,23
638,5,3.0,1.0,5.0,"$1,399.00",2,30,47
639,6,3.0,1.0,3.0,"$1,202.00",2,21,26
640,4,1.0,1.0,4.0,$453.00,2,100,71
641,3,1.0,1.0,2.0,$453.00,2,30,14
642,4,2.0,1.0,2.0,$847.00,5,30,52
643,6,3.0,1.0,3.0,$571.00,3,8,3
644,1,1.0,1.5,1.0,$348.00,3,24,8
645,3,1.0,1.0,2.0,$998.00,4,1125,37
646,2,1.0,1.0,1.0,$650.00,3,365,56
647,2,1.0,1.0,1.0,$598.00,1,1125,1
648,2,1.0,0.5,1.0,$998.00,30,90,0
649,9,4.0,1.0,5.0,"$2,003.00",3,21,7
650,6,3.0,1.5,6.0,"$2,252.00",2,30,71
651,2,2.0,1.0,2.0,$499.00,14,200,11
652,4,1.0,1.0,2.0,$545.00,5,1125,12
653,2,1.0,1.0,2.0,$394.00,1,1125,334
654,4,1.0,1.0,1.0,$998.00,3,30,37
655,2,1.0,1.0,1.0,"$1,379.00",3,1125,11
656,8,4.0,1.0,6.0,"$1,300.00",5,30,17
657,2,1.0,1.0,1.0,$302.00,5,8,5
658,4,2.0,1.0,4.0,$801.00,3,30,13
659,3,1.0,1.0,1.0,$598.00,7,1124,8
660,4,3.0,1.0,2.0,"$1,202.00",2,17,77
661,2,1.0,1.5,1.0,"$1,116.00",5,8,23
662,3,1.0,1.0,1.0,$801.00,4,30,5
663,2,1.0,1.0,1.0,$952.00,3,21,7
664,2,1.0,1.0,1.0,$650.00,5,30,7
665,2,1.0,1.0,1.0,$598.00,3,1125,57
666,4,3.0,1.0,4.0,"$1,202.00",3,7,4
667,10,4.0,2.0,4.0,"$1,116.00",4,1125,27
668,1,2.0,1.5,1.0,$499.00,2,300,8
669,2,1.0,1.0,1.0,$348.00,1,60,321
670,2,1.0,1.0,1.0,$453.00,3,40,13
671,2,1.0,1.0,1.0,$499.00,1,1125,21
672,3,1.0,1.0,3.0,$703.00,5,1125,9
673,2,1.0,1.0,2.0,$453.00,3,14,128
674,3,1.0,1.0,3.0,$650.00,4,4,32
675,3,2.0,1.0,2.0,$801.00,2,999,29
676,2,1.0,1.0,2.0,$584.00,2,1125,3
677,12,5.0,3.0,5.0,$998.00,1,1125,0
678,4,2.0,1.0,2.0,"$1,195.00",5,70,108
679,4,1.0,1.0,1.0,$414.00,2,14,0
680,2,1.0,1.0,1.0,$427.00,3,31,155
681,2,1.0,1.0,1.0,$473.00,2,14,55
682,2,1.0,1.0,1.0,$499.00,2,30,100
683,6,4.0,2.0,6.0,$998.00,2,1125,13
684,4,2.0,1.0,2.0,"$1,051.00",3,21,11
685,4,1.0,1.0,2.0,"$1,898.00",160,250,11
686,6,3.0,1.0,3.0,$900.00,3,30,8
687,4,2.0,1.0,2.0,"$1,977.00",2,60,14
688,2,1.0,1.0,1.0,$578.00,2,7,15
689,2,1.0,1.0,1.0,$887.00,3,30,32
690,4,2.0,1.0,4.0,$729.00,6,22,6
691,5,3.0,1.0,3.0,"$1,977.00",1,10,46
692,6,2.0,1.0,5.0,$788.00,3,1125,71
693,1,1.0,1.0,1.0,$309.00,2,365,166
694,2,1.0,1.0,1.0,$650.00,2,1125,35
695,2,1.0,1.0,1.0,$486.00,3,20,82
696,5,3.0,1.0,4.0,$683.00,3,21,25
697,3,1.0,1.0,2.0,$703.00,4,21,17
698,4,2.0,1.0,2.0,$749.00,2,1125,17
699,3,1.0,1.0,1.0,$749.00,3,90,22
700,2,1.0,1.0,1.0,$893.00,4,14,8
701,4,2.0,1.0,2.0,$453.00,3,7,93
702,9,5.0,2.0,9.0,"$1,399.00",7,30,10
703,2,1.0,1.0,1.0,$611.00,2,1125,110
704,4,3.0,1.0,4.0,"$1,701.00",3,30,15
705,6,3.0,1.0,1.0,$913.00,2,14,24
706,4,1.0,1.0,1.0,$749.00,3,31,18
707,4,2.0,1.0,2.0,$650.00,3,16,42
708,5,2.0,1.0,3.0,$932.00,2,14,106
709,2,1.0,1.0,1.0,$598.00,3,15,24
710,4,1.0,1.0,1.0,"$2,003.00",2,200,53
711,2,1.0,1.0,1.0,"$1,024.00",3,365,2
712,4,3.0,1.0,4.0,"$1,346.00",2,14,7
713,7,4.0,1.5,7.0,"$1,195.00",4,12,8
714,2,1.0,1.5,1.0,$749.00,1,17,31
715,10,4.0,2.0,4.0,"$1,123.00",2,21,5
716,4,2.0,1.0,4.0,$598.00,2,1125,10
717,6,3.0,1.0,3.0,$893.00,3,14,45
718,2,1.0,1.0,1.0,$565.00,2,5,188
719,2,1.0,1.0,1.0,$499.00,2,21,29
720,3,1.0,1.5,1.0,"$1,103.00",5,730,80
721,2,1.0,1.0,1.0,$578.00,5,1125,10
722,8,4.0,1.0,6.0,$696.00,3,6,0
723,5,3.0,1.5,5.0,"$1,372.00",4,1125,42
724,4,3.0,1.0,3.0,"$1,084.00",7,1125,32
725,4,1.0,1.0,2.0,$801.00,5,14,14
726,1,1.0,1.0,1.0,$499.00,1,3,9
727,4,3.0,1.0,4.0,$992.00,3,1125,17
728,4,1.0,1.0,1.0,$893.00,3,14,12
729,5,2.0,1.0,5.0,"$1,044.00",2,30,77
730,4,3.0,1.0,3.0,$598.00,7,15,2
731,6,3.0,2.0,4.0,$598.00,3,14,6
732,6,3.0,1.0,4.0,"$1,602.00",3,30,73
733,2,1.0,0.5,1.0,$703.00,4,1125,8
734,2,1.0,1.0,2.0,$650.00,6,31,51
735,4,1.0,1.0,1.0,"$1,018.00",3,1125,13
736,2,1.0,1.0,1.0,$650.00,5,20,14
737,2,1.0,1.0,1.0,$335.00,2,7,39
738,2,1.0,1.0,2.0,$302.00,15,65,4
739,5,2.0,1.0,3.0,$578.00,3,10,64
740,3,1.0,1.0,3.0,$735.00,3,21,26
741,5,3.0,1.0,5.0,"$2,502.00",2,1125,5
742,4,1.0,1.0,2.0,$972.00,4,1125,15
743,8,4.0,2.0,8.0,"$1,497.00",7,21,6
744,4,1.0,1.0,1.0,"$1,202.00",5,1125,8
745,6,2.0,2.0,4.0,$880.00,2,100,176
746,5,2.0,1.0,5.0,"$5,010.00",2,30,2
747,5,3.0,1.0,3.0,"$1,202.00",4,1125,1
748,2,1.0,1.0,1.0,$302.00,2,1125,40
749,2,1.0,1.0,1.0,$328.00,2,1125,44
750,1,1.0,1.0,1.0,$493.00,30,1125,114
751,4,2.0,1.5,2.0,"$1,103.00",5,14,66
752,6,4.0,1.5,7.0,"$1,195.00",5,30,17
753,5,2.0,1.0,2.0,$998.00,3,28,47
754,2,1.0,1.0,1.0,$893.00,1,5,25
755,4,2.0,1.0,2.0,$361.00,2,1125,16
756,4,2.0,1.0,3.0,$650.00,3,15,8
757,3,2.0,1.0,2.0,"$1,189.00",2,2,98
758,5,3.0,1.0,3.0,"$1,484.00",4,1125,17
759,6,3.0,1.0,3.0,"$1,497.00",3,8,7
760,6,3.0,2.0,6.0,$900.00,7,21,0
761,5,3.0,1.0,5.0,$821.00,4,21,47
762,6,4.0,1.0,6.0,"$1,038.00",3,31,15
763,6,3.0,1.5,7.0,"$1,156.00",10,20,3
764,5,2.0,1.5,3.0,"$1,852.00",3,1125,22
765,8,3.0,1.0,8.0,"$1,491.00",3,1125,24
766,2,1.0,1.0,1.0,$552.00,7,16,0
767,3,2.0,1.0,2.0,$690.00,4,6,2
768,4,3.0,1.0,4.0,$998.00,4,7,18
769,3,2.0,1.0,4.0,"$1,044.00",3,1125,46
770,4,3.0,1.0,3.0,"$1,103.00",2,28,24
771,8,4.0,2.0,5.0,$998.00,3,5,5
772,4,2.0,1.0,2.0,"$1,202.00",2,20,31
773,5,2.0,1.0,3.0,$998.00,4,14,61
774,5,2.0,1.0,3.0,$801.00,29,150,65
775,3,1.0,1.0,2.0,$250.00,3,1125,0
776,6,2.0,1.0,6.0,"$1,051.00",3,14,13
777,4,2.0,1.0,4.0,$591.00,7,13,4
778,4,2.0,1.0,2.0,$670.00,3,1125,8
779,5,2.0,1.0,1.0,"$1,307.00",5,1125,0
780,2,1.0,1.0,1.0,$749.00,2,1125,19
781,6,3.0,1.0,6.0,"$1,149.00",2,365,27
782,6,3.0,1.0,4.0,"$1,228.00",2,62,48
783,4,2.0,2.0,4.0,$992.00,3,1125,8
784,2,1.0,1.0,1.0,$703.00,2,1125,3
785,5,2.0,1.0,2.0,$900.00,3,1125,42
786,4,2.0,1.0,3.0,$598.00,3,1125,9
787,5,2.0,1.0,5.0,$998.00,5,1125,22
788,4,3.0,1.0,4.0,"$1,051.00",4,21,0
789,4,1.0,1.0,1.0,$768.00,7,1125,20
790,4,2.0,1.0,4.0,$401.00,7,1125,0
791,2,1.0,1.0,1.0,$499.00,4,14,56
792,2,1.0,1.0,1.0,$998.00,5,30,0
793,2,1.0,1.0,1.0,$657.00,3,29,2
794,3,1.0,1.0,1.0,$703.00,5,1125,14
795,2,1.0,1.0,1.0,$630.00,2,1125,8
796,2,1.0,1.0,2.0,$696.00,2,1125,7
797,2,1.0,1.0,1.0,$703.00,3,1125,110
798,3,1.0,1.0,1.0,$598.00,5,11,45
799,2,1.0,1.0,1.0,$847.00,5,1125,4
800,3,2.0,1.0,2.0,$801.00,2,14,0
801,2,1.0,1.0,1.0,$302.00,3,1125,12
802,5,2.0,1.0,2.0,$499.00,3,1125,11
803,7,4.0,1.5,4.0,"$1,202.00",4,1125,0
804,4,2.0,2.0,4.0,$768.00,4,14,3
805,3,2.0,1.0,2.0,$598.00,5,14,11
806,6,3.0,1.0,6.0,"$1,399.00",4,30,20
807,4,1.0,1.0,1.0,$893.00,2,1125,18
808,4,2.0,1.0,2.0,"$1,149.00",3,1125,0
809,4,1.0,1.0,1.0,$650.00,2,21,45
810,3,2.0,1.0,2.0,$598.00,3,93,27
811,5,2.0,1.5,5.0,"$1,747.00",7,20,0
812,6,3.0,1.0,4.0,"$1,885.00",5,1125,13
813,5,1.0,1.0,4.0,$900.00,3,1125,10
814,4,2.0,1.0,2.0,$801.00,5,14,6
815,4,3.0,1.0,4.0,"$1,300.00",2,21,4
816,2,1.0,1.0,1.0,$499.00,2,30,29
817,5,3.0,1.0,3.0,$847.00,5,1125,4
818,2,1.0,1.0,1.0,$552.00,3,6,8
819,2,1.0,1.0,1.0,$663.00,3,1125,34
820,4,3.0,2.0,3.0,"$1,497.00",14,14,0
821,3,1.0,1.0,2.0,$486.00,3,300,20
822,3,1.0,1.0,2.0,"$1,248.00",6,12,40
823,6,4.0,1.0,4.0,"$1,202.00",5,1125,29
824,7,3.0,1.0,2.0,$801.00,4,21,7
825,3,1.0,1.0,2.0,$578.00,4,60,9
826,5,3.0,1.0,3.0,"$1,202.00",3,1125,68
827,5,4.0,1.5,5.0,"$1,602.00",5,22,1
828,4,2.0,2.0,2.0,$650.00,7,365,15
829,4,2.0,1.0,2.0,"$1,149.00",3,1125,13
830,2,1.0,1.0,1.0,$703.00,3,1124,19
831,3,1.0,1.0,3.0,$749.00,3,30,53
832,5,3.0,1.0,3.0,"$2,128.00",3,14,27
833,4,2.0,1.0,2.0,$873.00,4,21,42
834,2,1.0,1.0,1.0,$401.00,50,60,10
835,2,1.0,1.0,1.0,$801.00,3,21,82
836,4,2.0,1.0,4.0,"$1,701.00",3,1125,24
837,4,2.0,1.0,4.0,$552.00,3,1124,29
838,5,3.0,1.0,3.0,"$1,051.00",4,1125,19
839,3,1.0,1.0,1.0,$578.00,2,1125,13
840,2,1.0,1.0,1.0,$348.00,3,1125,16
841,3,3.0,1.0,2.0,$650.00,1,1125,1
842,4,2.0,1.0,3.0,$952.00,4,1125,51
843,2,1.0,1.0,1.0,$847.00,5,1125,5
844,2,1.0,1.0,1.0,$493.00,3,31,19
845,5,3.0,1.5,4.0,"$1,602.00",3,14,9
846,1,1.0,1.0,1.0,$401.00,2,30,47
847,6,3.0,1.0,4.0,$900.00,5,1125,12
848,3,1.0,1.0,2.0,$545.00,2,1125,17
850,7,4.0,1.5,4.0,$749.00,2,1125,20
851,2,1.0,1.0,1.0,$650.00,5,15,39
852,2,1.0,1.0,1.0,$670.00,4,21,26
853,6,4.0,1.0,4.0,"$1,366.00",2,21,48
854,2,1.0,1.0,1.0,$847.00,3,1125,5
855,4,2.0,1.0,2.0,$703.00,2,1125,52
856,3,2.0,1.0,3.0,"$1,917.00",1,1125,38
857,5,2.0,2.0,5.0,"$1,103.00",3,28,10
858,5,3.0,1.0,3.0,$847.00,3,1125,2
859,4,2.0,1.0,4.0,$433.00,1,28,6
860,4,1.0,1.0,4.0,$598.00,2,12,3
861,2,1.0,1.0,1.0,$552.00,2,10,155
862,1,1.0,1.0,1.0,$998.00,2,1125,4
863,2,1.0,1.0,1.0,$499.00,2,1125,191
864,8,4.0,1.0,4.0,"$1,031.00",4,1125,15
865,2,1.0,1.0,1.0,$598.00,1,1125,196
866,2,1.0,1.0,1.0,$401.00,5,10,19
867,4,2.0,1.0,4.0,$893.00,2,100,0
868,4,2.0,1.0,2.0,$598.00,7,20,8
869,2,1.0,1.0,1.0,"$1,497.00",2,14,18
870,6,2.0,1.0,2.0,$598.00,1,1125,0
871,3,1.0,1.0,1.0,$552.00,3,30,4
872,4,1.0,1.0,1.0,$998.00,2,30,30
873,2,1.0,1.0,1.0,$552.00,4,112,7
874,2,1.0,1.0,1.0,$650.00,2,1125,8
875,4,3.0,1.0,2.0,$749.00,3,1125,13
876,5,2.0,2.0,5.0,"$1,103.00",2,1125,14
877,4,2.0,1.0,2.0,$998.00,5,30,11
878,2,1.0,1.0,1.0,$703.00,3,30,16
879,4,2.0,1.0,2.0,$703.00,4,7,1
880,6,2.0,1.0,2.0,"$1,497.00",3,40,43
881,3,1.0,1.0,1.0,$920.00,4,20,7
882,10,4.0,1.0,4.0,"$2,069.00",4,1125,43
883,2,1.0,1.0,1.0,$374.00,5,1125,3
884,5,2.0,2.0,5.0,"$1,103.00",2,1125,62
885,6,4.0,2.0,4.0,"$1,346.00",5,1125,19
886,3,1.0,1.0,1.0,$538.00,2,30,12
887,4,2.0,1.0,4.0,$978.00,7,1125,27
888,5,3.0,1.0,4.0,"$1,097.00",3,21,37
889,3,2.0,1.0,3.0,$801.00,5,365,24
890,4,2.0,1.0,2.0,$749.00,5,21,3
891,5,3.0,1.0,3.0,$900.00,4,30,21
892,3,1.0,1.0,2.0,$650.00,4,1125,30
893,6,4.0,1.5,5.0,"$1,123.00",5,20,51
894,2,1.0,1.0,1.0,$703.00,8,90,26
895,4,1.0,1.0,4.0,"$1,602.00",5,1125,5
896,2,1.0,1.0,1.0,$499.00,4,28,14
898,5,2.0,1.0,3.0,"$1,189.00",4,30,38
899,2,2.0,1.0,1.0,$952.00,21,1125,12
900,3,1.0,1.0,2.0,$709.00,3,1125,3
901,3,1.0,1.5,1.0,$801.00,1,45,34
902,6,3.0,1.0,4.0,"$1,300.00",3,1125,31
903,6,3.0,1.0,3.0,"$1,084.00",2,7,14
904,5,2.0,1.0,5.0,$847.00,4,1125,20
905,2,1.0,1.0,1.0,"$1,103.00",5,10,7
906,2,1.0,1.0,0.0,"$1,202.00",3,14,100
907,3,1.0,1.0,2.0,$394.00,6,10,10
908,2,1.0,1.0,1.0,$703.00,12,1125,31
909,3,1.0,1.0,2.0,$716.00,3,1125,13
910,3,1.0,1.0,2.0,"$1,497.00",2,1125,14
911,8,4.0,2.0,5.0,"$1,103.00",25,1125,12
912,5,3.0,1.0,4.0,"$1,497.00",5,30,20
913,6,4.0,1.0,6.0,"$1,038.00",3,20,11
914,2,1.0,1.0,2.0,$749.00,3,31,53
915,6,3.0,1.5,3.0,$742.00,3,1125,29
916,6,3.0,1.5,6.0,"$1,353.00",5,700,28
917,4,2.0,1.0,2.0,"$1,097.00",3,1125,25
918,2,1.0,1.0,1.0,$453.00,3,1125,40
919,3,1.0,1.0,2.0,$893.00,2,20,19
920,2,1.0,1.0,1.0,$598.00,5,365,10
921,7,3.0,1.0,7.0,$801.00,3,365,22
922,2,1.0,1.0,1.0,$453.00,2,1125,6
923,6,4.0,2.5,5.0,"$2,903.00",5,14,8
924,3,2.0,1.0,1.0,$749.00,5,24,6
925,4,3.0,1.0,3.0,$900.00,3,1125,6
926,2,1.0,1.0,1.0,$650.00,4,1125,19
927,5,2.0,1.0,5.0,"$1,497.00",3,1125,11
928,2,1.0,1.0,1.0,$749.00,2,1125,39
929,3,2.0,1.0,2.0,$801.00,5,30,2
930,4,2.0,1.0,2.0,$624.00,2,1125,18
931,4,1.0,1.0,1.0,$624.00,1,1125,19
932,4,4.0,2.0,2.0,"$1,478.00",5,30,0
933,6,3.0,1.0,5.0,$801.00,3,1125,9
934,6,2.0,1.0,2.0,$847.00,6,1125,3
935,8,4.0,3.0,4.0,"$3,500.00",3,14,8
936,2,1.0,1.0,1.0,$499.00,4,14,44
937,6,1.0,2.0,3.0,$453.00,1,1125,17
938,2,1.0,1.0,1.0,$946.00,3,1125,39
939,2,1.0,1.0,1.0,$624.00,2,30,19
940,4,2.0,1.0,5.0,"$1,497.00",3,13,13
941,3,1.0,1.0,1.0,$250.00,1,1125,23
942,3,1.0,1.0,1.0,$873.00,7,18,2
943,4,2.0,1.0,2.0,$552.00,20,1125,13
944,2,1.0,1.0,1.0,$801.00,2,1125,18
945,4,1.0,2.0,1.0,$742.00,2,365,24
946,7,3.0,2.0,7.0,"$2,299.00",5,1125,13
947,4,2.0,1.0,3.0,"$1,097.00",30,90,13
948,4,2.0,1.0,2.0,$657.00,2,1125,38
949,4,2.0,2.0,2.0,"$2,502.00",5,1125,21
950,2,1.0,1.0,1.0,$650.00,3,1125,6
951,8,4.0,3.5,8.0,"$2,082.00",3,1125,23
952,5,3.0,1.0,4.0,"$1,287.00",2,1125,43
953,3,2.0,1.0,1.0,$749.00,4,30,8
954,4,2.0,1.0,2.0,$552.00,2,1125,16
956,3,2.0,1.0,1.0,$742.00,4,365,20
957,2,1.0,1.0,1.0,"$1,202.00",3,1125,16
958,2,1.0,1.0,1.0,$998.00,2,1125,86
959,4,3.0,1.0,4.0,$998.00,2,1125,25
960,3,2.0,1.0,1.0,"$1,123.00",3,1125,21
961,6,3.0,1.0,6.0,$952.00,6,1125,34
962,7,4.0,1.5,3.0,$972.00,5,14,12
963,2,1.0,1.0,1.0,"$1,149.00",2,60,71
964,2,1.0,1.0,1.0,$552.00,1,14,17
965,1,1.0,1.0,2.0,$801.00,1,180,12
966,5,3.0,1.0,3.0,"$1,451.00",5,1125,26
967,6,3.0,1.0,4.0,"$2,003.00",7,125,13
968,5,2.0,1.0,4.0,$650.00,7,1125,15
969,5,2.0,1.0,5.0,"$1,202.00",5,12,35
970,12,6.0,3.0,6.0,"$2,614.00",3,60,31
971,5,2.0,1.0,3.0,$703.00,2,1125,5
972,3,1.0,1.0,1.0,$499.00,4,14,1
973,6,4.0,1.0,4.0,"$1,550.00",3,1125,12
974,1,1.0,1.0,1.0,$289.00,5,38,10
975,2,1.0,1.0,1.0,$348.00,2,14,55
976,2,1.0,1.0,1.0,$801.00,1,1125,6
977,3,1.0,1.0,2.0,$755.00,4,1125,11
978,4,2.0,1.0,1.0,$887.00,3,14,4
979,3,2.0,1.0,2.0,$348.00,2,1125,68
980,4,2.0,1.0,2.0,$650.00,3,1125,38
981,4,2.0,1.0,3.0,$998.00,6,28,36
982,4,2.0,1.0,2.0,$801.00,2,1125,8
983,6,3.0,1.0,3.0,"$1,294.00",4,1125,14
984,7,3.0,1.5,6.0,"$1,300.00",3,14,11
985,5,2.0,1.0,2.0,"$1,202.00",3,1125,46
986,3,2.0,1.0,2.0,$637.00,9,60,6
987,4,2.0,1.0,1.0,"$1,379.00",2,1125,26
988,2,1.0,1.0,2.0,$788.00,2,4,17
989,4,2.0,1.0,3.0,$453.00,3,14,7
990,5,4.0,1.0,4.0,$998.00,5,1125,5
991,3,2.0,1.0,2.0,$453.00,1,1125,1
992,5,4.0,1.5,4.0,"$1,123.00",4,1125,6
993,3,1.0,1.0,1.0,$703.00,1,31,7
994,3,2.0,1.0,2.0,"$1,451.00",4,1125,2
995,2,1.0,1.0,1.0,$401.00,3,6,118
996,2,1.0,1.0,1.0,$499.00,2,1125,17
997,7,3.0,1.0,2.0,"$1,051.00",7,21,8
998,5,2.0,1.0,2.0,"$1,248.00",5,1125,11
